Employee ID,Survey Date,Engagement Score,Satisfaction Score,Work-Life Balance Score
1871,12-12-2022,1,4,3
1872,17-04-2023,1,2,5
1873,14-08-2022,5,2,3
1874,04-05-2023,2,4,4
1875,05-08-2023,3,1,4
1876,09-01-2023,4,2,1
1877,08-09-2022,2,3,2
1878,13-01-2023,5,3,3
1879,05-08-2023,2,3,4
1880,13-04-2023,5,1,2
1881,18-09-2022,3,5,3
1882,07-07-2023,1,4,2
1883,09-10-2022,3,4,2
1884,14-04-2023,1,3,3
1885,14-09-2022,1,2,4
1886,18-01-2023,3,2,5
1887,07-05-2023,2,3,3
1888,23-07-2023,1,5,1
1889,06-10-2022,5,4,4
1890,12-05-2023,1,3,2
1891,22-12-2022,2,5,2
1892,11-01-2023,3,3,3
1893,08-06-2023,2,3,4
1894,01-06-2023,3,1,5
1895,18-10-2022,4,5,2
1896,17-01-2023,1,1,3
1897,05-09-2022,2,4,5
1898,18-07-2023,4,5,5
1899,28-06-2023,2,4,5
1900,02-07-2023,2,2,5
1901,22-06-2023,4,1,5
1902,27-07-2023,2,5,3
1903,17-12-2022,5,5,2
1904,09-12-2022,5,1,4
1905,15-04-2023,5,2,1
1906,28-12-2022,1,4,5
1907,18-01-2023,2,4,5
1908,26-01-2023,4,2,5
1909,23-11-2022,3,5,2
1910,05-11-2022,1,4,1
1911,08-04-2023,3,4,3
1912,02-04-2023,2,5,1
1913,21-01-2023,5,4,2
1914,23-02-2023,4,4,5
1915,11-07-2023,2,3,5
1916,25-12-2022,3,4,3
1917,31-10-2022,5,2,3
1918,01-10-2022,3,5,5
1919,22-05-2023,2,3,3
1920,23-09-2022,2,5,3
1921,01-02-2023,3,2,5
1922,29-04-2023,1,1,3
1923,29-07-2023,3,4,4
1924,05-09-2022,3,5,1
1925,21-04-2023,1,5,3
1926,20-08-2022,3,4,2
1927,13-12-2022,3,2,1
1928,24-08-2022,4,5,5
1929,09-12-2022,4,1,3
1930,27-12-2022,3,3,4
1931,16-04-2023,2,3,4
1932,17-01-2023,5,5,2
1933,24-05-2023,2,4,5
1934,25-08-2022,2,5,2
1935,20-04-2023,5,1,4
1936,11-10-2022,3,3,5
1937,11-08-2022,4,5,4
1938,15-09-2022,1,4,3
1939,13-06-2023,4,5,3
1940,20-08-2022,3,4,5
1941,16-09-2022,3,5,4
1942,08-11-2022,2,4,2
1943,22-09-2022,5,5,4
1944,12-12-2022,1,4,1
1945,10-02-2023,1,3,4
1946,05-01-2023,3,5,1
1947,28-06-2023,1,3,3
1948,16-03-2023,2,1,5
1949,07-09-2022,5,3,4
1950,17-09-2022,3,2,1
1951,20-04-2023,4,1,3
1952,09-06-2023,2,5,2
1953,07-04-2023,4,5,4
1954,16-03-2023,1,1,5
1955,27-08-2022,2,3,4
1956,23-01-2023,1,5,4
1957,17-03-2023,5,2,2
1958,05-10-2022,4,2,5
1959,04-01-2023,5,3,4
1960,06-01-2023,3,4,1
1961,21-12-2022,2,3,1
1962,05-09-2022,2,4,1
1963,23-08-2022,2,5,3
1964,21-11-2022,5,5,5
1965,15-02-2023,3,1,1
1966,29-10-2022,4,3,2
1967,26-02-2023,4,2,4
1968,27-12-2022,1,4,2
1969,20-04-2023,4,3,3
1970,06-03-2023,5,4,4
1971,27-05-2023,3,2,1
1972,15-03-2023,2,2,3
1973,30-08-2022,4,2,3
1974,17-01-2023,4,1,3
1975,24-03-2023,4,4,3
1976,25-04-2023,1,5,1
1977,18-03-2023,2,5,4
1978,08-06-2023,3,5,1
1979,17-07-2023,1,4,5
1980,17-05-2023,5,4,5
1981,23-03-2023,5,4,3
1982,24-06-2023,3,5,5
1983,16-08-2022,2,5,1
1984,07-08-2022,5,2,2
1985,04-03-2023,5,5,2
1986,17-09-2022,1,4,2
1987,18-07-2023,5,1,3
1988,10-02-2023,1,3,5
1989,04-05-2023,4,2,5
1990,31-08-2022,3,1,1
1991,26-01-2023,2,1,3
1992,06-02-2023,4,3,3
1993,10-12-2022,5,2,4
1994,04-10-2022,5,5,1
1995,23-04-2023,4,3,1
1996,01-08-2023,3,5,2
1997,16-02-2023,3,3,2
1998,07-09-2022,2,4,3
1999,12-07-2023,3,2,2
2000,25-10-2022,1,3,3
2001,09-02-2023,5,3,5
2002,11-03-2023,1,4,2
2003,19-06-2023,5,5,1
2004,05-05-2023,3,3,4
2005,04-11-2022,2,1,2
2006,21-10-2022,5,5,2
2007,28-07-2023,4,1,5
2008,17-03-2023,1,2,2
2009,27-02-2023,5,2,2
2010,17-02-2023,4,4,4
2011,27-01-2023,3,2,2
2012,26-07-2023,2,3,2
2013,07-03-2023,4,5,4
2014,07-08-2022,2,5,4
2015,13-08-2022,4,3,1
2016,31-05-2023,1,3,5
2017,11-07-2023,2,5,4
2018,31-10-2022,5,2,1
2019,21-03-2023,2,1,4
2020,28-11-2022,2,1,4
2021,28-08-2022,1,3,4
2022,11-11-2022,5,3,5
2023,10-10-2022,3,4,4
2024,25-10-2022,2,1,5
2025,02-05-2023,1,2,4
2026,22-03-2023,2,4,4
2027,15-06-2023,3,1,3
2028,01-10-2022,4,4,4
2029,30-09-2022,2,5,1
2030,07-04-2023,4,1,5
2031,09-02-2023,1,3,1
2032,02-07-2023,5,2,4
2033,10-10-2022,4,1,5
2034,30-01-2023,2,4,1
2035,11-01-2023,4,2,3
2036,18-03-2023,4,3,4
2037,28-01-2023,2,5,4
2038,18-02-2023,5,3,2
2039,06-10-2022,5,2,2
2040,23-04-2023,1,2,5
2041,19-06-2023,1,1,5
2042,24-06-2023,5,2,1
2043,07-06-2023,1,3,3
2044,14-11-2022,5,1,5
2045,05-06-2023,3,1,4
2046,03-03-2023,2,2,4
2047,24-08-2022,3,5,3
2048,25-11-2022,2,5,4
2049,06-06-2023,3,1,3
2050,03-04-2023,5,4,5
2051,12-08-2022,5,2,4
2052,06-07-2023,1,4,4
2053,23-06-2023,5,3,1
2054,04-02-2023,4,5,3
2055,28-10-2022,5,4,2
2056,12-07-2023,3,4,1
2057,06-05-2023,4,1,3
2058,29-05-2023,5,5,4
2059,09-05-2023,4,4,5
2060,26-06-2023,5,5,5
2061,26-05-2023,2,4,3
2062,05-09-2022,4,1,2
2063,06-04-2023,4,5,3
2064,13-03-2023,1,3,5
2065,13-01-2023,5,4,4
2066,08-10-2022,1,5,1
2067,14-03-2023,5,2,1
2068,22-08-2022,4,3,5
2069,22-07-2023,3,1,5
2070,23-02-2023,3,4,5
2071,15-09-2022,2,1,5
2072,21-09-2022,5,4,1
2073,12-02-2023,1,2,2
2074,05-07-2023,3,2,4
2075,27-02-2023,4,5,2
2076,07-01-2023,5,5,1
2077,26-07-2023,4,1,1
2078,21-10-2022,5,5,2
2079,03-03-2023,4,2,3
2080,12-02-2023,4,1,4
2081,21-02-2023,1,1,4
2082,01-01-2023,4,2,4
2083,26-06-2023,2,2,4
2084,26-05-2023,3,2,2
2085,13-10-2022,3,4,4
2086,05-08-2022,5,4,3
2087,14-11-2022,4,4,1
2088,21-12-2022,2,1,2
2089,16-06-2023,5,3,3
2090,23-07-2023,3,4,3
2091,21-02-2023,3,1,1
2092,24-07-2023,1,2,3
2093,01-02-2023,2,3,1
2094,25-08-2022,2,5,5
2095,21-07-2023,5,3,1
2096,28-05-2023,3,4,4
2097,30-08-2022,2,1,4
2098,01-02-2023,2,4,1
2099,26-03-2023,1,4,5
2100,09-01-2023,1,1,1
2101,10-01-2023,4,4,2
2102,16-07-2023,1,1,3
2103,16-02-2023,1,4,5
2104,10-06-2023,1,4,3
2105,24-07-2023,3,4,2
2106,28-10-2022,5,5,1
2107,25-11-2022,4,1,1
2108,10-04-2023,1,2,4
2109,04-04-2023,3,3,5
2110,13-11-2022,1,4,2
2111,26-04-2023,2,3,1
2112,01-02-2023,4,3,1
2113,31-08-2022,5,1,5
2114,08-02-2023,5,4,1
2115,25-01-2023,5,2,1
2116,11-05-2023,1,4,2
2117,16-11-2022,2,3,2
2118,20-03-2023,3,2,4
2119,27-05-2023,1,2,3
2120,05-09-2022,4,4,1
2121,29-01-2023,4,1,3
2122,25-01-2023,3,3,2
2123,29-10-2022,3,5,3
2124,21-04-2023,4,1,5
2125,23-09-2022,4,5,3
2126,14-04-2023,3,4,4
2127,01-08-2023,2,2,3
2128,01-04-2023,1,3,1
2129,30-09-2022,5,5,2
2130,30-03-2023,3,5,2
2131,28-12-2022,1,2,1
2132,15-12-2022,2,3,3
2133,02-03-2023,2,3,2
2134,27-02-2023,4,2,5
2135,02-08-2023,2,2,4
2136,18-02-2023,2,2,2
2137,14-10-2022,1,3,3
2138,22-08-2022,1,5,2
2139,05-05-2023,1,4,4
2140,11-05-2023,4,5,4
2141,14-11-2022,2,3,3
2142,06-05-2023,2,5,1
2143,14-12-2022,2,1,1
2144,09-06-2023,2,5,4
2145,19-05-2023,3,3,5
2146,24-02-2023,3,1,1
2147,03-11-2022,2,1,2
2148,12-06-2023,1,1,2
2149,21-05-2023,5,3,5
2150,26-11-2022,2,1,1
2151,11-04-2023,4,4,4
2152,30-03-2023,3,1,4
2153,19-01-2023,3,5,3
2154,18-05-2023,1,3,2
2155,13-03-2023,1,2,4
2156,03-03-2023,5,1,3
2157,10-12-2022,4,2,5
2158,04-01-2023,2,4,3
2159,20-09-2022,1,1,1
2160,20-01-2023,1,1,5
2161,27-05-2023,1,4,3
2162,17-02-2023,3,5,4
2163,12-01-2023,5,5,4
2164,09-12-2022,3,1,3
2165,28-10-2022,5,3,3
2166,16-01-2023,2,2,1
2167,03-09-2022,2,4,2
2168,08-01-2023,5,1,4
2169,18-04-2023,5,2,4
2170,30-01-2023,1,5,2
2171,16-03-2023,1,3,2
2172,17-03-2023,2,4,1
2173,13-02-2023,1,4,3
2174,25-12-2022,1,1,5
2175,16-03-2023,1,3,3
2176,29-04-2023,2,1,1
2177,17-10-2022,4,2,1
2178,11-09-2022,4,1,5
2179,16-06-2023,1,3,1
2180,29-05-2023,4,4,4
2181,04-02-2023,2,1,4
2182,12-04-2023,1,1,2
2183,13-12-2022,4,4,2
2184,09-03-2023,2,4,4
2185,07-11-2022,4,5,5
2186,17-09-2022,4,1,1
2187,14-01-2023,2,1,5
2188,25-01-2023,5,4,2
2189,19-08-2022,1,2,4
2190,31-03-2023,5,2,3
2191,11-04-2023,2,2,3
2192,26-12-2022,5,3,4
2193,10-07-2023,2,2,3
2194,02-10-2022,1,4,1
2195,30-11-2022,1,5,1
2196,01-08-2023,5,2,3
2197,15-04-2023,2,3,1
2198,13-07-2023,2,4,2
2199,03-06-2023,4,3,4
2200,16-12-2022,3,1,5
2201,24-06-2023,5,1,5
2202,24-06-2023,5,4,5
2203,29-08-2022,1,4,1
2204,01-10-2022,5,2,3
2205,05-09-2022,2,3,5
2206,24-08-2022,2,4,3
2207,29-03-2023,3,3,1
2208,07-03-2023,5,3,3
2209,01-04-2023,2,2,5
2210,09-01-2023,1,5,3
2211,01-02-2023,1,5,3
2212,26-07-2023,4,1,5
2213,05-05-2023,1,4,2
2214,26-02-2023,1,1,5
2215,24-04-2023,1,5,5
2216,13-04-2023,4,5,2
2217,05-10-2022,2,1,2
2218,10-10-2022,4,1,5
2219,29-03-2023,5,2,2
2220,02-03-2023,3,3,5
2221,28-04-2023,1,5,1
2222,14-09-2022,2,3,5
2223,23-05-2023,1,1,4
2224,02-02-2023,2,1,3
2225,21-08-2022,1,2,2
2226,28-01-2023,4,4,5
2227,18-09-2022,2,3,4
2228,20-01-2023,3,2,2
2229,22-04-2023,3,1,1
2230,09-06-2023,1,5,5
2231,04-01-2023,1,2,2
2232,19-11-2022,4,5,2
2233,03-10-2022,5,1,1
2234,23-08-2022,1,1,4
2235,10-09-2022,3,5,3
2236,29-12-2022,2,1,2
2237,08-06-2023,2,5,2
2238,28-03-2023,4,4,3
2239,31-12-2022,1,3,4
2240,22-08-2022,2,4,5
2241,30-01-2023,4,4,4
2242,26-02-2023,3,2,4
2243,26-06-2023,1,3,5
2244,01-03-2023,4,2,1
2245,08-07-2023,2,4,4
2246,20-03-2023,3,4,5
2247,16-02-2023,3,4,4
2248,24-05-2023,1,5,5
2249,29-05-2023,3,5,5
2250,29-05-2023,4,2,1
2251,18-09-2022,4,4,4
2252,28-09-2022,1,3,3
2253,26-06-2023,5,1,2
2254,14-12-2022,3,2,5
2255,12-05-2023,1,4,4
2256,14-07-2023,5,5,4
2257,25-07-2023,4,3,5
2258,03-04-2023,2,5,4
2259,09-01-2023,1,2,5
2260,05-08-2023,3,1,4
2261,17-11-2022,2,1,5
2262,27-04-2023,4,4,3
2263,28-11-2022,3,1,4
2264,08-11-2022,1,2,3
2265,08-03-2023,2,4,2
2266,27-04-2023,5,3,2
2267,09-03-2023,1,3,3
2268,03-07-2023,2,3,2
2269,14-02-2023,5,5,1
2270,18-03-2023,4,4,3
2271,21-03-2023,5,4,4
2272,05-08-2022,5,5,3
2273,26-10-2022,5,2,3
2274,13-08-2022,2,5,1
2275,24-10-2022,5,4,3
2276,16-09-2022,5,2,2
2277,25-11-2022,3,4,4
2278,21-08-2022,5,4,2
2279,28-05-2023,2,5,1
2280,23-02-2023,4,2,5
2281,24-09-2022,1,4,2
2282,02-11-2022,1,5,3
2283,20-10-2022,4,2,1
2284,11-10-2022,1,4,4
2285,22-05-2023,4,3,3
2286,20-01-2023,4,4,4
2287,11-11-2022,4,4,2
2288,09-07-2023,5,1,4
2289,12-03-2023,2,5,3
2290,14-04-2023,4,1,3
2291,20-08-2022,3,4,1
2292,15-11-2022,5,1,1
2293,19-06-2023,5,3,1
2294,30-08-2022,4,4,4
2295,26-11-2022,3,5,4
2296,15-06-2023,4,4,5
2297,14-09-2022,5,4,1
2298,04-11-2022,3,2,1
2299,18-08-2022,2,1,2
2300,08-10-2022,5,1,2
2301,26-07-2023,3,1,4
2302,12-04-2023,2,5,3
2303,01-02-2023,5,5,1
2304,29-06-2023,5,1,2
2305,26-05-2023,4,5,5
2306,25-04-2023,3,4,3
2307,22-07-2023,5,2,3
2308,11-03-2023,1,2,3
2309,03-01-2023,2,5,5
2310,04-10-2022,4,1,3
2311,15-03-2023,5,3,2
2312,02-04-2023,1,4,3
2313,04-04-2023,5,2,3
2314,23-06-2023,4,1,3
2315,10-08-2022,4,3,2
2316,06-09-2022,4,2,5
2317,07-02-2023,2,2,1
2318,20-12-2022,2,1,5
2319,29-03-2023,5,4,3
2320,12-02-2023,5,1,3
2321,07-11-2022,4,2,5
2322,20-08-2022,4,3,4
2323,21-11-2022,2,1,3
2324,24-06-2023,1,2,4
2325,27-12-2022,4,4,1
2326,19-04-2023,3,1,4
2327,29-03-2023,4,1,2
2328,02-09-2022,1,4,3
2329,02-09-2022,2,3,1
2330,11-09-2022,3,4,5
2331,11-12-2022,2,5,3
2332,02-11-2022,1,1,1
2333,19-04-2023,5,4,2
2334,01-12-2022,3,3,5
2335,24-03-2023,1,5,5
2336,10-08-2022,5,1,5
2337,09-07-2023,1,4,3
2338,09-09-2022,2,3,5
2339,22-03-2023,3,1,5
2340,23-05-2023,4,5,3
2341,14-10-2022,1,5,2
2342,24-07-2023,1,4,3
2343,22-11-2022,1,3,4
2344,08-02-2023,2,5,5
2345,14-01-2023,2,1,5
2346,06-02-2023,5,3,1
2347,09-01-2023,2,3,2
2348,12-10-2022,4,4,2
2349,05-11-2022,5,5,1
2350,24-08-2022,1,4,5
2351,21-02-2023,3,3,5
2352,11-07-2023,2,3,3
2353,17-10-2022,2,4,3
2354,10-06-2023,5,1,1
2355,15-11-2022,1,1,4
2356,07-03-2023,4,1,1
2357,12-11-2022,1,2,3
2358,07-09-2022,5,3,3
2359,08-07-2023,4,4,3
2360,07-02-2023,4,4,3
2361,12-02-2023,4,4,2
2362,21-01-2023,5,4,5
2363,16-07-2023,2,5,1
2364,02-02-2023,4,2,4
2365,07-09-2022,1,1,1
2366,30-04-2023,4,2,5
2367,26-10-2022,3,2,5
2368,06-11-2022,5,2,1
2369,18-02-2023,5,2,4
2370,03-10-2022,1,2,4
2371,10-01-2023,2,1,5
2372,02-08-2023,3,4,5
2373,21-07-2023,3,5,5
2374,16-01-2023,1,2,1
2375,14-08-2022,2,4,2
2376,07-12-2022,5,2,4
2377,31-12-2022,1,2,1
2378,04-07-2023,2,5,3
2379,01-07-2023,2,5,1
2380,25-10-2022,2,1,3
2381,15-02-2023,2,3,3
2382,19-11-2022,4,3,4
2383,21-11-2022,5,3,5
2384,03-09-2022,2,2,2
2385,15-01-2023,2,1,3
2386,16-12-2022,1,4,3
2387,06-01-2023,1,2,5
2388,06-06-2023,5,2,4
2389,06-06-2023,1,4,2
2390,18-10-2022,1,5,4
2391,22-06-2023,3,3,3
2392,19-06-2023,4,3,2
2393,12-05-2023,3,2,2
2394,18-11-2022,4,1,1
2395,23-02-2023,1,1,4
2396,14-12-2022,3,4,2
2397,08-09-2022,2,5,2
2398,07-01-2023,4,3,3
2399,29-11-2022,1,4,2
2400,28-03-2023,4,4,3
2401,23-12-2022,1,1,3
2402,29-10-2022,3,2,2
2403,07-11-2022,3,3,3
2404,01-05-2023,3,3,1
2405,25-07-2023,4,1,2
2406,24-02-2023,1,4,4
2407,23-09-2022,3,5,5
2408,26-08-2022,2,5,5
2409,11-01-2023,3,3,3
2410,03-05-2023,4,4,1
2411,23-01-2023,2,3,3
2412,10-04-2023,5,4,5
2413,08-11-2022,4,2,2
2414,05-09-2022,1,1,5
2415,08-02-2023,1,2,5
2416,01-11-2022,4,5,1
2417,17-09-2022,2,3,4
2418,08-03-2023,3,2,5
2419,22-12-2022,2,2,1
2420,07-05-2023,4,3,1
2421,03-04-2023,1,3,5
2422,18-10-2022,5,4,5
2423,06-04-2023,3,3,5
2424,25-02-2023,2,1,4
2425,28-03-2023,2,2,2
2426,21-10-2022,5,5,3
2427,14-04-2023,2,2,1
2428,30-11-2022,2,5,5
2429,06-11-2022,3,4,2
2430,22-09-2022,2,1,1
2431,31-10-2022,4,2,5
2432,30-07-2023,1,1,2
2433,05-08-2022,1,5,3
2434,14-08-2022,5,2,5
2435,29-01-2023,1,3,2
2436,04-11-2022,1,3,3
2437,17-10-2022,3,5,2
2438,09-11-2022,4,1,4
2439,15-08-2022,4,3,5
2440,08-03-2023,2,5,2
2441,17-10-2022,2,4,2
2442,26-01-2023,2,1,5
2443,17-08-2022,4,3,5
2444,05-08-2023,1,1,5
2445,20-11-2022,3,4,5
2446,09-06-2023,1,2,5
2447,01-02-2023,5,3,4
2448,14-04-2023,2,2,5
2449,28-01-2023,4,5,3
2450,21-01-2023,5,3,2
2451,17-03-2023,5,3,1
2452,02-09-2022,3,3,1
2453,23-12-2022,3,3,3
2454,24-09-2022,1,4,3
2455,11-06-2023,3,3,1
2456,22-09-2022,4,5,3
2457,27-04-2023,3,2,3
2458,19-09-2022,5,3,1
2459,14-10-2022,5,5,5
2460,24-03-2023,3,4,2
2461,03-12-2022,3,2,4
2462,09-05-2023,4,1,2
2463,04-12-2022,3,5,5
2464,18-02-2023,2,3,2
2465,06-01-2023,3,3,1
2466,14-09-2022,2,4,1
2467,14-08-2022,1,1,4
2468,23-03-2023,5,4,3
2469,13-04-2023,2,1,5
2470,21-10-2022,5,5,2
2471,23-01-2023,5,5,3
2472,22-06-2023,5,2,3
2473,16-09-2022,4,4,3
2474,12-06-2023,4,5,2
2475,18-05-2023,1,4,1
2476,18-03-2023,3,5,5
2477,09-01-2023,4,4,3
2478,30-01-2023,4,4,1
2479,31-10-2022,2,1,2
2480,12-02-2023,3,2,3
2481,07-08-2022,2,5,1
2482,19-01-2023,4,2,5
2483,08-03-2023,5,1,3
2484,01-06-2023,1,2,2
2485,14-05-2023,3,5,5
2486,31-12-2022,1,1,5
2487,06-05-2023,1,1,4
2488,10-01-2023,2,4,5
2489,22-09-2022,1,3,2
2490,25-01-2023,2,2,4
2491,23-02-2023,4,5,2
2492,02-01-2023,3,2,5
2493,23-01-2023,1,3,1
2494,06-11-2022,1,1,1
2495,10-01-2023,5,1,2
2496,15-12-2022,2,3,3
2497,27-10-2022,5,2,5
2498,05-07-2023,5,3,5
2499,01-05-2023,5,5,3
2500,01-07-2023,1,3,5
2501,21-01-2023,1,5,3
2502,21-07-2023,3,3,5
2503,06-12-2022,1,1,1
2504,22-10-2022,1,5,3
2505,30-10-2022,3,2,3
2506,04-09-2022,3,3,2
2507,31-07-2023,2,3,4
2508,01-07-2023,1,4,1
2509,10-03-2023,1,2,3
2510,10-09-2022,2,2,2
2511,24-06-2023,4,3,1
2512,02-09-2022,1,4,2
2513,28-03-2023,5,2,4
2514,10-06-2023,5,2,2
2515,28-03-2023,1,1,1
2516,15-05-2023,5,1,5
2517,05-07-2023,5,5,1
2518,28-12-2022,4,2,1
2519,03-09-2022,3,5,5
2520,06-02-2023,2,1,1
2521,07-06-2023,4,4,4
2522,13-08-2022,3,3,2
2523,17-02-2023,1,1,3
2524,10-07-2023,3,3,4
2525,23-07-2023,2,5,1
2526,22-10-2022,1,1,1
2527,28-10-2022,3,4,5
2528,10-07-2023,2,4,2
2529,08-12-2022,4,5,1
2530,18-07-2023,4,1,1
2531,28-08-2022,2,5,4
2532,26-03-2023,1,1,4
2533,20-08-2022,1,1,3
2534,15-10-2022,2,2,5
2535,06-08-2022,2,5,2
2536,16-12-2022,2,1,2
2537,26-07-2023,4,5,4
2538,02-10-2022,5,4,5
2539,08-12-2022,4,2,3
2540,16-04-2023,3,4,4
2541,22-07-2023,3,4,3
2542,21-09-2022,2,1,3
2543,06-07-2023,3,4,3
2544,07-07-2023,2,3,2
2545,12-02-2023,3,2,3
2546,06-11-2022,4,4,5
2547,26-05-2023,2,5,1
2548,07-08-2022,2,5,3
2549,18-01-2023,4,3,5
2550,01-01-2023,3,1,1
2551,03-09-2022,4,2,2
2552,19-10-2022,3,2,3
2553,16-10-2022,2,2,2
2554,29-12-2022,5,1,4
2555,14-05-2023,5,1,4
2556,01-02-2023,4,1,3
2557,04-09-2022,1,3,1
2558,15-12-2022,2,4,5
2559,10-07-2023,3,5,3
2560,19-10-2022,5,1,5
2561,15-04-2023,3,5,4
2562,17-04-2023,1,4,3
2563,24-09-2022,2,2,4
2564,11-12-2022,1,4,4
2565,17-08-2022,2,5,4
2566,19-05-2023,3,2,2
2567,17-08-2022,4,3,5
2568,22-06-2023,3,5,2
2569,28-05-2023,3,4,3
2570,15-04-2023,3,3,1
2571,19-06-2023,3,3,5
2572,19-10-2022,1,1,2
2573,24-04-2023,1,4,3
2574,20-03-2023,3,1,4
2575,26-05-2023,4,3,4
2576,19-11-2022,2,4,1
2577,18-09-2022,5,2,4
2578,17-06-2023,4,5,3
2579,05-08-2023,3,4,4
2580,28-10-2022,1,2,4
2581,20-02-2023,2,3,4
2582,20-09-2022,3,2,5
2583,20-05-2023,5,5,3
2584,20-07-2023,4,4,5
2585,03-05-2023,5,1,4
2586,04-11-2022,2,4,2
2587,24-11-2022,4,4,4
2588,12-12-2022,5,1,5
2589,25-11-2022,2,5,1
2590,28-08-2022,1,1,4
2591,28-07-2023,4,5,5
2592,27-06-2023,5,1,2
2593,04-04-2023,3,1,2
2594,04-12-2022,1,5,3
2595,18-12-2022,3,5,4
2596,06-06-2023,4,1,2
2597,08-05-2023,4,5,4
2598,21-05-2023,5,3,2
2599,31-03-2023,1,4,2
2600,28-09-2022,5,2,4
2601,06-10-2022,3,5,5
2602,10-02-2023,5,5,2
2603,04-12-2022,4,1,4
2604,23-01-2023,1,1,2
2605,25-02-2023,3,4,3
2606,23-12-2022,1,5,1
2607,26-02-2023,3,1,2
2608,07-08-2022,1,4,5
2609,29-04-2023,3,3,4
2610,04-11-2022,5,1,2
2611,25-06-2023,5,3,1
2612,26-03-2023,2,2,5
2613,04-03-2023,2,1,2
2614,19-11-2022,5,1,1
2615,05-12-2022,5,1,3
2616,12-09-2022,3,1,3
2617,23-12-2022,4,4,2
2618,01-08-2023,5,3,3
2619,21-03-2023,1,2,1
2620,04-02-2023,4,3,4
2621,02-01-2023,3,5,4
2622,06-10-2022,3,5,1
2623,10-11-2022,2,5,3
2624,24-01-2023,1,4,3
2625,11-10-2022,5,5,3
2626,23-10-2022,1,4,2
2627,15-08-2022,5,3,3
2628,06-12-2022,5,4,2
2629,24-10-2022,1,5,4
2630,04-09-2022,1,5,4
2631,08-01-2023,5,1,4
2632,07-07-2023,1,4,2
2633,01-07-2023,5,2,3
2634,12-12-2022,3,5,3
2635,21-06-2023,3,1,3
2636,20-12-2022,5,3,3
2637,27-06-2023,2,2,2
2638,28-04-2023,1,2,2
2639,31-01-2023,1,3,3
2640,17-07-2023,1,5,2
2641,25-11-2022,2,3,5
2642,09-12-2022,2,3,1
2643,01-05-2023,4,3,5
2644,22-11-2022,4,1,2
2645,25-10-2022,4,3,5
2646,14-12-2022,4,2,2
2647,23-08-2022,5,5,3
2648,22-04-2023,4,2,1
2649,26-12-2022,4,4,1
2650,24-03-2023,1,1,1
2651,31-05-2023,1,3,2
2652,11-11-2022,1,4,2
2653,23-02-2023,4,5,3
2654,07-03-2023,4,1,3
2655,29-08-2022,2,5,5
2656,15-03-2023,5,4,3
2657,04-03-2023,4,3,3
2658,22-10-2022,3,1,1
2659,22-05-2023,5,3,2
2660,23-08-2022,5,1,1
2661,25-02-2023,3,3,2
2662,08-07-2023,4,1,1
2663,07-08-2022,3,4,1
2664,13-06-2023,5,2,2
2665,05-10-2022,1,5,5
2666,24-05-2023,5,5,3
2667,28-12-2022,3,2,3
2668,28-04-2023,4,4,1
2669,27-04-2023,4,2,1
2670,26-06-2023,4,2,1
2671,12-02-2023,1,2,5
2672,04-06-2023,5,2,2
2673,13-10-2022,5,1,1
2674,06-11-2022,1,1,4
2675,30-01-2023,2,4,4
2676,16-10-2022,4,3,4
2677,29-11-2022,2,1,5
2678,18-07-2023,5,3,3
2679,02-02-2023,4,4,1
2680,31-08-2022,1,4,4
2681,22-07-2023,3,3,3
2682,02-11-2022,1,2,2
2683,23-12-2022,3,4,2
2684,14-09-2022,3,4,2
2685,09-07-2023,3,1,1
2686,23-01-2023,5,3,4
2687,20-02-2023,4,5,5
2688,21-11-2022,2,3,3
2689,06-10-2022,2,1,1
2690,29-10-2022,1,3,2
2691,21-12-2022,4,1,1
2692,04-05-2023,4,5,2
2693,06-11-2022,2,5,2
2694,29-12-2022,3,4,4
2695,04-12-2022,5,2,3
2696,13-05-2023,3,1,3
2697,30-05-2023,1,5,3
2698,24-05-2023,5,4,5
2699,07-12-2022,1,1,5
2700,17-01-2023,3,5,1
2701,20-07-2023,5,5,3
2702,12-04-2023,5,1,2
2703,27-05-2023,1,5,4
2704,14-09-2022,2,4,4
2705,08-07-2023,3,2,2
2706,18-12-2022,3,2,5
2707,28-01-2023,1,2,1
2708,15-01-2023,1,3,5
2709,28-08-2022,1,2,2
2710,12-08-2022,4,2,3
2711,07-02-2023,4,2,5
2712,24-06-2023,3,2,5
2713,22-12-2022,5,2,4
2714,20-10-2022,3,1,3
2715,11-01-2023,3,5,1
2716,28-09-2022,3,2,2
2717,25-07-2023,1,1,2
2718,01-06-2023,3,5,5
2719,09-11-2022,5,5,5
2720,12-12-2022,3,3,2
2721,26-03-2023,1,4,3
2722,18-12-2022,3,4,2
2723,31-01-2023,3,1,5
2724,01-01-2023,5,3,4
2725,30-01-2023,4,1,5
2726,29-07-2023,2,4,2
2727,17-06-2023,1,3,3
2728,03-12-2022,3,2,1
2729,24-02-2023,3,5,1
2730,16-09-2022,2,3,4
2731,26-04-2023,2,3,2
2732,04-11-2022,1,5,3
2733,03-04-2023,3,4,1
2734,14-05-2023,2,2,3
2735,02-06-2023,5,1,2
2736,26-11-2022,4,2,2
2737,20-09-2022,5,5,3
2738,16-03-2023,4,3,1
2739,26-06-2023,1,2,5
2740,06-06-2023,2,5,1
2741,09-10-2022,4,3,1
2742,25-11-2022,5,3,4
